date,state,district,pincode,demo_age_5_17,demo_age_17_
2025-11-07,Madhya Pradesh,Singrauli,486887,3,7
2025-11-07,Madhya Pradesh,Tikamgarh,472005,1,4
2025-11-07,Madhya Pradesh,Tikamgarh,472010,1,6
2025-11-07,Madhya Pradesh,Tikamgarh,472111,5,27
2025-11-07,Madhya Pradesh,Tikamgarh,472115,2,37
2025-11-07,Madhya Pradesh,Tikamgarh,472445,1,8
2025-11-07,Madhya Pradesh,Tikamgarh,472446,0,2
2025-11-08,Madhya Pradesh,Agar Malwa,465230,0,6
2025-11-08,Madhya Pradesh,Agar Malwa,465445,0,2
2025-11-08,Madhya Pradesh,Alirajpur,457885,1,6
2025-11-08,Madhya Pradesh,Alirajpur,457888,8,67
2025-11-08,Madhya Pradesh,Anuppur,484113,3,5
2025-11-08,Madhya Pradesh,Anuppur,484224,5,14
2025-11-08,Madhya Pradesh,Anuppur,484334,1,12
2025-11-08,Madhya Pradesh,Anuppur,484886,0,9
2025-11-08,Madhya Pradesh,Ashok Nagar,473443,3,31
2025-11-08,Madhya Pradesh,Balaghat,481001,3,21
2025-11-08,Madhya Pradesh,Balaghat,481102,1,9
2025-11-08,Madhya Pradesh,Balaghat,481111,0,12
2025-11-08,Madhya Pradesh,Balaghat,481116,0,4
2025-11-08,Madhya Pradesh,Balaghat,481117,0,4
2025-11-08,Madhya Pradesh,Balaghat,481224,1,6
2025-11-08,Madhya Pradesh,Balaghat,481331,3,11
2025-11-08,Madhya Pradesh,Balaghat,481332,2,9
2025-11-08,Madhya Pradesh,Balaghat,481441,1,16
2025-11-08,Madhya Pradesh,Balaghat,481556,2,6
2025-11-08,Madhya Pradesh,Barwani,451442,1,0
2025-11-08,Madhya Pradesh,Barwani,451556,1,18
2025-11-08,Madhya Pradesh,Barwani,451660,0,8
2025-11-08,Madhya Pradesh,Barwani,451666,13,76
2025-11-08,Madhya Pradesh,Barwani,451770,5,17
2025-11-08,Madhya Pradesh,Barwani,451881,2,7
2025-11-08,Madhya Pradesh,Betul,460447,1,5
2025-11-08,Madhya Pradesh,Bhind,476332,0,1
2025-11-08,Madhya Pradesh,Bhind,477333,2,4
2025-11-08,Madhya Pradesh,Bhopal,462002,1,1
2025-11-08,Madhya Pradesh,Bhopal,462003,2,28
2025-11-08,Madhya Pradesh,Bhopal,462008,1,9
2025-11-08,Madhya Pradesh,Bhopal,462022,9,27
2025-11-08,Madhya Pradesh,Bhopal,463111,1,10
2025-11-08,Madhya Pradesh,Burhanpur,450332,1,13
2025-11-08,Madhya Pradesh,Chhatarpur,471105,2,13
2025-11-08,Madhya Pradesh,Chhatarpur,471111,7,11
2025-11-08,Madhya Pradesh,Chhatarpur,471318,2,11
2025-11-08,Madhya Pradesh,Chhindwara,480223,1,5
2025-11-08,Madhya Pradesh,Damoh,470666,2,8
2025-11-08,Madhya Pradesh,Damoh,470775,6,32
2025-11-08,Madhya Pradesh,Datia,475671,1,13
2025-11-08,Madhya Pradesh,Dewas,455116,2,16
2025-11-08,Madhya Pradesh,Dewas,455118,2,14
2025-11-08,Madhya Pradesh,Dewas,455332,2,16
2025-11-08,Madhya Pradesh,Dewas,455440,1,9
2025-11-08,Madhya Pradesh,Dewas,455459,1,3
2025-11-08,Madhya Pradesh,Dhar,454010,0,14
2025-11-08,Madhya Pradesh,Dhar,454129,0,1
2025-11-08,Madhya Pradesh,Dhar,454331,6,42
2025-11-08,Madhya Pradesh,Dhar,454441,2,11
2025-11-08,Madhya Pradesh,Dindori,481879,1,14
2025-11-08,Madhya Pradesh,Dindori,481882,2,15
2025-11-08,Madhya Pradesh,Dindori,481885,0,2
2025-11-08,Madhya Pradesh,Dindori,481990,0,16
2025-11-08,Madhya Pradesh,East Nimar,450114,0,2
2025-11-08,Madhya Pradesh,East Nimar,450551,0,5
2025-11-08,Madhya Pradesh,East Nimar,450661,2,6
2025-11-08,Madhya Pradesh,Guna,473222,3,8
2025-11-08,Madhya Pradesh,Guna,473287,2,25
2025-11-08,Madhya Pradesh,Gwalior,474011,7,16
2025-11-08,Madhya Pradesh,Harda *,461441,0,2
2025-11-08,Madhya Pradesh,Hoshangabad,461001,2,15
2025-11-08,Madhya Pradesh,Hoshangabad,461661,0,5
2025-11-08,Madhya Pradesh,Hoshangabad,461668,2,0
2025-11-08,Madhya Pradesh,Hoshangabad,461772,0,1
2025-11-08,Madhya Pradesh,Hoshangabad,461775,0,12
2025-11-08,Madhya Pradesh,Hoshangabad,461881,0,1
2025-11-08,Madhya Pradesh,Indore,452003,1,22
2025-11-08,Madhya Pradesh,Indore,452006,5,17
2025-11-08,Madhya Pradesh,Indore,452012,5,22
2025-11-08,Madhya Pradesh,Indore,452014,2,6
2025-11-08,Madhya Pradesh,Indore,453115,2,12
2025-11-08,Madhya Pradesh,Indore,453220,2,16
2025-11-08,Madhya Pradesh,Indore,454773,0,1
2025-11-08,Madhya Pradesh,Jabalpur,482002,4,35
2025-11-08,Madhya Pradesh,Jabalpur,482003,7,63
2025-11-08,Madhya Pradesh,Jabalpur,482011,1,3
2025-11-08,Madhya Pradesh,Jabalpur,482056,0,2
2025-11-08,Madhya Pradesh,Jabalpur,483105,0,8
2025-11-08,Madhya Pradesh,Jhabua,457772,0,6
2025-11-08,Madhya Pradesh,Jhabua,457773,1,26
2025-11-08,Madhya Pradesh,Jhabua,457777,7,54
2025-11-08,Madhya Pradesh,Katni,483225,2,3
2025-11-08,Madhya Pradesh,Katni,483442,6,9
2025-11-08,Madhya Pradesh,Katni,483504,0,4
2025-11-08,Madhya Pradesh,Katni,483775,16,26
2025-11-08,Madhya Pradesh,Khandwa,450110,1,3
2025-11-08,Madhya Pradesh,Khandwa,450116,2,5
2025-11-08,Madhya Pradesh,Khandwa,450119,0,1
2025-11-08,Madhya Pradesh,Khandwa,450337,0,4
2025-11-08,Madhya Pradesh,Khandwa,450551,0,5
2025-11-08,Madhya Pradesh,Khargone,451224,2,14
2025-11-08,Madhya Pradesh,Maihar,485115,0,1
2025-11-08,Madhya Pradesh,Maihar,485774,0,4
2025-11-08,Madhya Pradesh,Maihar,485881,1,10
2025-11-08,Madhya Pradesh,Mandla,481663,1,4
2025-11-08,Madhya Pradesh,Mandla,481666,0,3
2025-11-08,Madhya Pradesh,Mandla,481771,2,10
2025-11-08,Madhya Pradesh,Mauganj,486331,0,12
2025-11-08,Madhya Pradesh,Mauganj,486340,0,1
2025-11-08,Madhya Pradesh,Morena,476554,5,17
2025-11-08,Madhya Pradesh,Narmadapuram,461005,0,1
2025-11-08,Madhya Pradesh,Narmadapuram,461221,0,2
2025-11-08,Madhya Pradesh,Narmadapuram,461223,0,1
2025-11-08,Madhya Pradesh,Narsimhapur,487337,0,1
2025-11-08,Madhya Pradesh,Narsimhapur,487551,1,2
2025-11-08,Madhya Pradesh,Narsinghpur,487441,3,6
2025-11-08,Madhya Pradesh,Narsinghpur,487551,4,8
2025-11-08,Madhya Pradesh,Neemuch,458116,1,12
2025-11-08,Madhya Pradesh,Neemuch,458336,0,5
2025-11-08,Madhya Pradesh,Niwari,472336,0,2
2025-11-08,Madhya Pradesh,Niwari,472337,0,2
2025-11-08,Madhya Pradesh,Niwari,472338,0,2
2025-11-08,Madhya Pradesh,Pandhurna,480331,0,1
2025-11-08,Madhya Pradesh,Pandhurna,480334,0,4
2025-11-08,Madhya Pradesh,Panna,488101,1,0
2025-11-08,Madhya Pradesh,Panna,488448,3,19
2025-11-08,Madhya Pradesh,Raisen,464770,3,8
2025-11-08,Madhya Pradesh,Raisen,464774,0,9
2025-11-08,Madhya Pradesh,Raisen,464990,3,3
2025-11-08,Madhya Pradesh,Rajgarh,465683,1,12
2025-11-08,Madhya Pradesh,Rajgarh,465689,2,2
2025-11-08,Madhya Pradesh,Ratlam,457333,1,3
2025-11-08,Madhya Pradesh,Rewa,486115,2,14
2025-11-08,Madhya Pradesh,Rewa,486123,0,15
2025-11-08,Madhya Pradesh,Rewa,486220,1,16
2025-11-08,Madhya Pradesh,Rewa,486335,4,34
2025-11-08,Madhya Pradesh,Rewa,486446,1,12
2025-11-08,Madhya Pradesh,Rewa,486550,2,7
2025-11-08,Madhya Pradesh,Rewa,486556,2,11
2025-11-08,Madhya Pradesh,Sagar,470113,1,23
2025-11-08,Madhya Pradesh,Sagar,470125,0,8
2025-11-08,Madhya Pradesh,Sagar,470226,1,11
2025-11-08,Madhya Pradesh,Sagar,470339,4,29
2025-11-08,Madhya Pradesh,Satna,485005,1,5
2025-11-08,Madhya Pradesh,Satna,485221,2,15
2025-11-08,Madhya Pradesh,Satna,485447,1,15
2025-11-08,Madhya Pradesh,Satna,485773,3,9
2025-11-08,Madhya Pradesh,Satna,485775,3,29
2025-11-08,Madhya Pradesh,Satna,485778,1,4
2025-11-08,Madhya Pradesh,Satna,485881,3,15
2025-11-08,Madhya Pradesh,Sehore,466113,0,4
2025-11-08,Madhya Pradesh,Sehore,466120,0,4
2025-11-08,Madhya Pradesh,Sehore,466448,0,2
2025-11-08,Madhya Pradesh,Seoni,480996,0,11
2025-11-08,Madhya Pradesh,Shahdol,484770,0,7
2025-11-08,Madhya Pradesh,Shahdol,484776,1,7
2025-11-08,Madhya Pradesh,Shajapur,465220,4,6
2025-11-08,Madhya Pradesh,Shajapur,465223,2,5
2025-11-08,Madhya Pradesh,Shajapur,465447,0,17
2025-11-08,Madhya Pradesh,Shajapur,465550,0,7
2025-11-08,Madhya Pradesh,Sheopur,476332,5,23
2025-11-08,Madhya Pradesh,Sheopur,476339,6,28
2025-11-08,Madhya Pradesh,Shivpuri,473670,2,21
2025-11-08,Madhya Pradesh,Shivpuri,473770,2,14
2025-11-08,Madhya Pradesh,Shivpuri,473774,5,17
2025-11-08,Madhya Pradesh,Shivpuri,473781,1,17
2025-11-08,Madhya Pradesh,Shivpuri,473995,2,34
2025-11-08,Madhya Pradesh,Singrauli,486882,3,44
2025-11-08,Madhya Pradesh,Singrauli,486884,0,1
2025-11-08,Madhya Pradesh,Singrauli,486887,0,3
2025-11-08,Madhya Pradesh,Singrauli,486888,0,1
2025-11-08,Madhya Pradesh,Singrauli,486889,3,21
2025-11-08,Madhya Pradesh,Singrauli,486890,1,1
2025-11-08,Madhya Pradesh,Tikamgarh,472339,1,5
2025-11-08,Madhya Pradesh,Tikamgarh,472442,1,9
2025-11-08,Madhya Pradesh,Ujjain,456003,0,6
2025-11-08,Madhya Pradesh,Ujjain,456337,1,5
2025-11-08,Madhya Pradesh,Ujjain,456668,4,10
2025-11-08,Madhya Pradesh,Ujjain,456771,2,18
2025-11-08,Madhya Pradesh,Vidisha,464221,6,37
2025-11-08,Madhya Pradesh,West Nimar,451440,0,1
2025-11-11,Madhya Pradesh,Agar Malwa,465449,2,18
2025-11-11,Madhya Pradesh,Anuppur,484224,1,18
2025-11-11,Madhya Pradesh,Anuppur,484330,1,8
2025-11-11,Madhya Pradesh,Ashok Nagar,473338,0,1
2025-11-11,Madhya Pradesh,Ashok Nagar,473885,0,2
2025-11-11,Madhya Pradesh,Balaghat,481001,5,37
2025-11-11,Madhya Pradesh,Balaghat,481111,2,4
2025-11-11,Madhya Pradesh,Balaghat,481115,4,33
2025-11-11,Madhya Pradesh,Balaghat,481222,1,26
2025-11-11,Madhya Pradesh,Balaghat,481332,0,7
2025-11-11,Madhya Pradesh,Balaghat,481551,0,1
2025-11-11,Madhya Pradesh,Betul,460220,5,24
2025-11-11,Madhya Pradesh,Betul,460443,4,6
2025-11-11,Madhya Pradesh,Betul,460551,5,5
2025-11-11,Madhya Pradesh,Betul,460668,2,5
2025-11-11,Madhya Pradesh,Bhind,477001,19,72
2025-11-11,Madhya Pradesh,Bhind,477332,1,4
2025-11-11,Madhya Pradesh,Bhind,477335,4,16
2025-11-11,Madhya Pradesh,Bhind,477441,1,13
2025-11-11,Madhya Pradesh,Bhopal,462001,13,91
2025-11-11,Madhya Pradesh,Bhopal,462003,3,15
2025-11-11,Madhya Pradesh,Bhopal,462004,0,3
2025-11-11,Madhya Pradesh,Bhopal,462007,0,1
2025-11-11,Madhya Pradesh,Bhopal,462010,5,34
2025-11-11,Madhya Pradesh,Bhopal,462021,0,4
2025-11-11,Madhya Pradesh,Bhopal,462032,0,1
2025-11-11,Madhya Pradesh,Bhopal,462037,2,6
2025-11-11,Madhya Pradesh,Bhopal,462044,1,9
2025-11-11,Madhya Pradesh,Bhopal,463111,0,4
2025-11-11,Madhya Pradesh,Chhatarpur,471201,3,31
2025-11-11,Madhya Pradesh,Chhatarpur,471315,1,17
2025-11-11,Madhya Pradesh,Chhatarpur,471510,1,20
2025-11-11,Madhya Pradesh,Chhindwara,480107,1,9
2025-11-11,Madhya Pradesh,Chhindwara,480111,3,0
2025-11-11,Madhya Pradesh,Chhindwara,480223,0,14
2025-11-11,Madhya Pradesh,Damoh,470661,5,33
2025-11-11,Madhya Pradesh,Damoh,470675,1,7
2025-11-11,Madhya Pradesh,Datia,475335,2,26
2025-11-11,Madhya Pradesh,Datia,475671,2,5
2025-11-11,Madhya Pradesh,Datia,475675,9,30
2025-11-11,Madhya Pradesh,Datia,475685,2,5
2025-11-11,Madhya Pradesh,Dewas,455118,5,20
2025-11-11,Madhya Pradesh,Dewas,455223,0,18
2025-11-11,Madhya Pradesh,Dewas,455332,2,20
2025-11-11,Madhya Pradesh,Dhar,454001,4,59
2025-11-11,Madhya Pradesh,Dhar,454221,0,18
2025-11-11,Madhya Pradesh,Dhar,454552,5,36
2025-11-11,Madhya Pradesh,Dhar,454774,0,3
2025-11-11,Madhya Pradesh,Dindori,481663,0,1
2025-11-11,Madhya Pradesh,East Nimar,450001,2,16
2025-11-11,Madhya Pradesh,East Nimar,450114,0,4
2025-11-11,Madhya Pradesh,East Nimar,450551,0,3
2025-11-11,Madhya Pradesh,Guna,473330,0,2
2025-11-11,Madhya Pradesh,Gwalior,474001,16,71
2025-11-11,Madhya Pradesh,Harda *,461251,0,1
2025-11-11,Madhya Pradesh,Hoshangabad,461111,6,8
2025-11-11,Madhya Pradesh,Hoshangabad,461122,1,1
2025-11-11,Madhya Pradesh,Hoshangabad,461771,1,5
2025-11-11,Madhya Pradesh,Indore,452001,14,109
2025-11-11,Madhya Pradesh,Indore,452010,15,68
2025-11-11,Madhya Pradesh,Indore,453115,2,10
2025-11-11,Madhya Pradesh,Indore,453220,1,16
2025-11-11,Madhya Pradesh,Indore,453441,11,65
2025-11-11,Madhya Pradesh,Indore,453771,4,27
2025-11-11,Madhya Pradesh,Jabalpur,482008,4,9
2025-11-11,Madhya Pradesh,Jabalpur,482011,1,5
2025-11-11,Madhya Pradesh,Jabalpur,482020,0,4
2025-11-11,Madhya Pradesh,Jabalpur,482056,0,3
2025-11-11,Madhya Pradesh,Jabalpur,483001,0,11
2025-11-11,Madhya Pradesh,Jabalpur,483110,2,17
2025-11-11,Madhya Pradesh,Jabalpur,483222,5,15
2025-11-11,Madhya Pradesh,Jhabua,457779,8,88
2025-11-11,Madhya Pradesh,Katni,483775,11,15
2025-11-11,Madhya Pradesh,Katni,483990,4,12
2025-11-11,Madhya Pradesh,Khandwa,450001,5,29
2025-11-11,Madhya Pradesh,Khandwa,450116,2,8
2025-11-11,Madhya Pradesh,Khandwa,450881,2,8
2025-11-11,Madhya Pradesh,Khandwa,451115,1,1
2025-11-11,Madhya Pradesh,Khargone,451001,2,50
2025-11-11,Madhya Pradesh,Khargone,451224,2,16
2025-11-11,Madhya Pradesh,Khargone,451225,1,3
2025-11-11,Madhya Pradesh,Maihar,485775,0,8
2025-11-11,Madhya Pradesh,Maihar,485778,0,1
2025-11-11,Madhya Pradesh,Mandla,481665,1,12
2025-11-11,Madhya Pradesh,Mandla,481771,2,7
2025-11-11,Madhya Pradesh,Mandla,481776,0,7
2025-11-11,Madhya Pradesh,Mandsaur,458339,1,7
2025-11-11,Madhya Pradesh,Mandsaur,458558,0,8
2025-11-11,Madhya Pradesh,Mandsaur,458667,5,22
2025-11-11,Madhya Pradesh,Mandsaur,458883,5,20
2025-11-11,Madhya Pradesh,Morena,476111,6,33
2025-11-11,Madhya Pradesh,Narmadapuram,461661,0,2
2025-11-11,Madhya Pradesh,Narsimhapur,487110,0,2
2025-11-11,Madhya Pradesh,Narsimhapur,487114,0,1
2025-11-11,Madhya Pradesh,Narsimhapur,487118,0,6
2025-11-11,Madhya Pradesh,Narsimhapur,487337,0,4
2025-11-11,Madhya Pradesh,Narsimhapur,487770,1,0
2025-11-11,Madhya Pradesh,Narsinghpur,487337,1,3
2025-11-11,Madhya Pradesh,Narsinghpur,487771,0,5
2025-11-11,Madhya Pradesh,Neemuch,458110,4,20
2025-11-11,Madhya Pradesh,Neemuch,458113,0,7
2025-11-11,Madhya Pradesh,Neemuch,458118,0,7
2025-11-11,Madhya Pradesh,Niwari,472246,0,5
2025-11-11,Madhya Pradesh,Niwari,472337,1,1
2025-11-11,Madhya Pradesh,Panna,488443,0,1
2025-11-11,Madhya Pradesh,Raisen,462046,5,18
2025-11-11,Madhya Pradesh,Raisen,464551,7,25
2025-11-11,Madhya Pradesh,Raisen,464672,2,2
2025-11-11,Madhya Pradesh,Raisen,464993,1,7
2025-11-11,Madhya Pradesh,Rajgarh,465685,2,10
2025-11-11,Madhya Pradesh,Rajgarh,465687,4,12
2025-11-11,Madhya Pradesh,Ratlam,457333,0,3
2025-11-11,Madhya Pradesh,Ratlam,457339,0,10
2025-11-11,Madhya Pradesh,Ratlam,457340,2,3
2025-11-11,Madhya Pradesh,Ratlam,457555,3,18
2025-11-11,Madhya Pradesh,Rewa,486003,0,4
2025-11-11,Madhya Pradesh,Rewa,486331,1,19
2025-11-11,Madhya Pradesh,Rewa,486333,2,12
2025-11-11,Madhya Pradesh,Rewa,486445,4,18
2025-11-11,Madhya Pradesh,Rewa,486446,2,10
2025-11-11,Madhya Pradesh,Rewa,486448,3,18
2025-11-11,Madhya Pradesh,Rewa,486553,1,20
2025-11-11,Madhya Pradesh,Rewa,486556,3,12
2025-11-11,Madhya Pradesh,Sagar,470002,10,43
2025-11-11,Madhya Pradesh,Sagar,470111,1,1
2025-11-11,Madhya Pradesh,Sagar,470117,1,17
2025-11-11,Madhya Pradesh,Sagar,470119,2,12
2025-11-11,Madhya Pradesh,Satna,485112,0,3
2025-11-11,Madhya Pradesh,Satna,485447,2,12
2025-11-11,Madhya Pradesh,Sehore,466115,0,19
2025-11-11,Madhya Pradesh,Sehore,466118,1,3
2025-11-11,Madhya Pradesh,Sehore,466651,0,10
2025-11-11,Madhya Pradesh,Sehore,466661,1,3
2025-11-11,Madhya Pradesh,Seoni,480661,12,60
2025-11-11,Madhya Pradesh,Seoni,480771,2,18
2025-11-11,Madhya Pradesh,Seoni,480882,2,11
2025-11-11,Madhya Pradesh,Seoni,480884,4,22
2025-11-11,Madhya Pradesh,Seoni,480999,1,10
2025-11-11,Madhya Pradesh,Shahdol,484114,0,12
2025-11-11,Madhya Pradesh,Shahdol,484224,2,11
2025-11-11,Madhya Pradesh,Shahdol,484440,0,4
2025-11-11,Madhya Pradesh,Shahdol,484770,1,12
2025-11-11,Madhya Pradesh,Shahdol,484776,1,7
2025-11-11,Madhya Pradesh,Shajapur,465118,0,1
2025-11-11,Madhya Pradesh,Shajapur,465223,1,5
2025-11-11,Madhya Pradesh,Shajapur,465226,2,12
2025-11-11,Madhya Pradesh,Shajapur,465335,1,3
2025-11-11,Madhya Pradesh,Shajapur,465441,2,18
2025-11-11,Madhya Pradesh,Shajapur,465447,0,4
2025-11-11,Madhya Pradesh,Shajapur,465550,1,7
2025-11-11,Madhya Pradesh,Sheopur,476337,13,52
2025-11-11,Madhya Pradesh,Shivpuri,473774,2,11
2025-11-11,Madhya Pradesh,Shivpuri,473781,3,21
2025-11-11,Madhya Pradesh,Shivpuri,473793,2,24
2025-11-11,Madhya Pradesh,Shivpuri,473885,0,13
2025-11-11,Madhya Pradesh,Shivpuri,473990,5,23
2025-11-11,Madhya Pradesh,Sidhi,486775,4,22
2025-11-11,Madhya Pradesh,Sidhi,486890,0,7
2025-11-11,Madhya Pradesh,Singrauli,486882,7,57
2025-11-11,Madhya Pradesh,Singrauli,486884,0,1
2025-11-11,Madhya Pradesh,Singrauli,486886,9,62
2025-11-11,Madhya Pradesh,Tikamgarh,472005,0,2
2025-11-11,Madhya Pradesh,Tikamgarh,472111,6,19
2025-11-11,Madhya Pradesh,Ujjain,456010,5,68
2025-11-11,Madhya Pradesh,Ujjain,456222,1,11
2025-11-11,Madhya Pradesh,Ujjain,456331,0,9
2025-11-11,Madhya Pradesh,Ujjain,456664,0,7
2025-11-11,Madhya Pradesh,Ujjain,456776,2,7
2025-11-11,Madhya Pradesh,Umaria,484001,0,3
2025-11-11,Madhya Pradesh,Umaria,484552,0,4
2025-11-11,Madhya Pradesh,Umaria,484661,4,36
2025-11-11,Madhya Pradesh,Vidisha,464111,4,8
2025-11-11,Madhya Pradesh,Vidisha,464113,0,5
2025-11-11,Madhya Pradesh,Vidisha,464331,1,26
2025-11-11,Madhya Pradesh,West Nimar,451332,0,1
2025-11-12,Madhya Pradesh,Dhar,454335,1,14
2025-11-12,Madhya Pradesh,Dhar,454350,0,1
2025-11-12,Madhya Pradesh,Dhar,454448,0,1
2025-11-12,Madhya Pradesh,Dhar,454449,2,22
2025-11-12,Madhya Pradesh,Dhar,454665,0,6
2025-11-12,Madhya Pradesh,Dhar,454774,0,2
2025-11-12,Madhya Pradesh,Dindori,481882,1,16
2025-11-12,Madhya Pradesh,Dindori,481884,0,7
2025-11-12,Madhya Pradesh,East Nimar,450112,0,1
2025-11-12,Madhya Pradesh,East Nimar,450117,0,18
2025-11-12,Madhya Pradesh,East Nimar,450661,1,11
2025-11-12,Madhya Pradesh,Guna,473249,0,5
2025-11-12,Madhya Pradesh,Guna,473443,0,1
2025-11-12,Madhya Pradesh,Gwalior,474004,3,10
2025-11-12,Madhya Pradesh,Gwalior,474008,1,0
2025-11-12,Madhya Pradesh,Gwalior,474010,4,25
2025-11-12,Madhya Pradesh,Gwalior,474012,0,26
2025-11-12,Madhya Pradesh,Gwalior,475005,1,7
2025-11-12,Madhya Pradesh,Harda,461228,1,9
2025-11-12,Madhya Pradesh,Harda,461331,4,20
2025-11-12,Madhya Pradesh,Harda *,461228,0,2
2025-11-12,Madhya Pradesh,Hoshangabad,461110,0,2
2025-11-12,Madhya Pradesh,Hoshangabad,461771,2,5
2025-11-12,Madhya Pradesh,Hoshangabad,461881,0,2
2025-11-12,Madhya Pradesh,Indore,452001,16,100
2025-11-12,Madhya Pradesh,Indore,452003,2,29
2025-11-12,Madhya Pradesh,Indore,452006,2,27
2025-11-12,Madhya Pradesh,Indore,452015,8,33
2025-11-12,Madhya Pradesh,Indore,453332,0,1
2025-11-12,Madhya Pradesh,Indore,453551,3,23
2025-11-12,Madhya Pradesh,Jabalpur,482001,10,193
2025-11-12,Madhya Pradesh,Jabalpur,482004,5,39
2025-11-12,Madhya Pradesh,Jabalpur,482007,0,6
2025-11-12,Madhya Pradesh,Jabalpur,482011,0,3
2025-11-12,Madhya Pradesh,Jabalpur,482021,0,19
2025-11-12,Madhya Pradesh,Jabalpur,482056,0,4
2025-11-12,Madhya Pradesh,Jabalpur,483105,0,8
2025-11-12,Madhya Pradesh,Jabalpur,483220,1,16
2025-11-12,Madhya Pradesh,Jabalpur,483336,2,23
2025-11-12,Madhya Pradesh,Jhabua,457770,3,30
2025-11-12,Madhya Pradesh,Jhabua,457773,0,23
2025-11-12,Madhya Pradesh,Jhabua,457775,3,43
2025-11-12,Madhya Pradesh,Jhabua,457993,1,20
2025-11-12,Madhya Pradesh,Katni,483225,0,1
2025-11-12,Madhya Pradesh,Katni,483880,9,20
2025-11-12,Madhya Pradesh,Katni,483990,4,12
2025-11-12,Madhya Pradesh,Khandwa,450001,3,28
2025-11-12,Madhya Pradesh,Khandwa,450112,1,2
2025-11-12,Madhya Pradesh,Khandwa,451115,0,3
2025-11-12,Madhya Pradesh,Khargone,450551,0,2
2025-11-12,Madhya Pradesh,Khargone,451221,0,11
2025-11-12,Madhya Pradesh,Khargone,451441,1,27
2025-11-12,Madhya Pradesh,Mandla,481662,3,26
2025-11-12,Madhya Pradesh,Mandla,481664,3,11
2025-11-12,Madhya Pradesh,Mandla,481776,1,8
2025-11-12,Madhya Pradesh,Mandsaur,458553,0,6
2025-11-12,Madhya Pradesh,Mandsaur,458556,0,26
2025-11-12,Madhya Pradesh,Mandsaur,458669,1,10
2025-11-12,Madhya Pradesh,Mandsaur,458775,3,30
2025-11-12,Madhya Pradesh,Mandsaur,458778,2,14
2025-11-12,Madhya Pradesh,Mandsaur,458883,3,19
2025-11-12,Madhya Pradesh,Mauganj,486335,0,7
2025-11-12,Madhya Pradesh,Morena,476221,5,72
2025-11-12,Madhya Pradesh,Morena,476335,0,1
2025-11-12,Madhya Pradesh,Narmadapuram,461111,1,5
2025-11-12,Madhya Pradesh,Narmadapuram,461990,0,11
2025-11-12,Madhya Pradesh,Narsimhapur,487118,0,11
2025-11-12,Madhya Pradesh,Narsimhapur,487330,0,5
2025-11-12,Madhya Pradesh,Narsinghpur,487221,4,14
2025-11-12,Madhya Pradesh,Narsinghpur,487225,2,8
2025-11-12,Madhya Pradesh,Narsinghpur,487337,1,6
2025-11-12,Madhya Pradesh,Narsinghpur,487881,1,6
2025-11-12,Madhya Pradesh,Neemuch,458116,0,17
2025-11-12,Madhya Pradesh,Neemuch,458228,1,15
2025-11-12,Madhya Pradesh,Neemuch,458553,1,1
2025-11-12,Madhya Pradesh,Niwari,472442,0,1
2025-11-12,Madhya Pradesh,Panna,488101,0,1
2025-11-12,Madhya Pradesh,Panna,488222,1,14
2025-11-12,Madhya Pradesh,Panna,488442,5,34
2025-11-12,Madhya Pradesh,Rajgarh,465661,1,22
2025-11-12,Madhya Pradesh,Rajgarh,465674,8,33
2025-11-12,Madhya Pradesh,Rajgarh,465677,4,11
2025-11-12,Madhya Pradesh,Rajgarh,465683,3,27
2025-11-12,Madhya Pradesh,Rajgarh,465685,0,9
2025-11-12,Madhya Pradesh,Rajgarh,465697,1,17
2025-11-12,Madhya Pradesh,Ratlam,457222,0,14
2025-11-12,Madhya Pradesh,Ratlam,457226,4,25
2025-11-12,Madhya Pradesh,Ratlam,457331,0,4
2025-11-12,Madhya Pradesh,Ratlam,457336,0,6
2025-11-12,Madhya Pradesh,Ratlam,457340,0,3
2025-11-12,Madhya Pradesh,Rewa,486117,4,38
2025-11-12,Madhya Pradesh,Rewa,486440,2,12
2025-11-12,Madhya Pradesh,Rewa,486448,0,14
2025-11-12,Madhya Pradesh,Sagar,470004,0,14
2025-11-12,Madhya Pradesh,Sagar,470232,0,11
2025-11-12,Madhya Pradesh,Sagar,470442,2,17
2025-11-12,Madhya Pradesh,Satna,485005,2,17
2025-11-12,Madhya Pradesh,Satna,485227,0,1
2025-11-12,Madhya Pradesh,Satna,485334,1,9
2025-11-12,Madhya Pradesh,Satna,485447,0,11
2025-11-12,Madhya Pradesh,Satna,485551,0,9
2025-11-12,Madhya Pradesh,Satna,485666,3,6
2025-11-12,Madhya Pradesh,Satna,485773,0,17
2025-11-12,Madhya Pradesh,Sehore,466001,5,29
2025-11-12,Madhya Pradesh,Sehore,466113,0,3
2025-11-12,Madhya Pradesh,Sehore,466115,2,9
2025-11-12,Madhya Pradesh,Sehore,466221,0,1
2025-11-12,Madhya Pradesh,Sehore,466661,0,5
2025-11-12,Madhya Pradesh,Seoni,480661,3,67
2025-11-12,Madhya Pradesh,Seoni,480886,0,18
2025-11-12,Madhya Pradesh,Seoni,480888,0,12
2025-11-12,Madhya Pradesh,Seoni,480999,1,9
2025-11-12,Madhya Pradesh,Shahdol,484117,0,6
2025-11-12,Madhya Pradesh,Shahdol,484224,0,7
2025-11-12,Madhya Pradesh,Shahdol,484334,1,1
